Date,Consumer Items,Values
1/2/2018,Watermelon (Per Kilogram),1.62
1/3/2018,Watermelon (Per Kilogram),1.55
1/4/2018,Watermelon (Per Kilogram),1.56
1/5/2018,Watermelon (Per Kilogram),1.54
1/6/2018,Watermelon (Per Kilogram),1.58
1/7/2018,Watermelon (Per Kilogram),1.6
1/8/2018,Watermelon (Per Kilogram),1.79
1/9/2018,Watermelon (Per Kilogram),1.81
1/10/2018,Watermelon (Per Kilogram),1.76
1/11/2018,Watermelon (Per Kilogram),1.76
1/12/2018,Watermelon (Per Kilogram),1.74
1/1/2019,Watermelon (Per Kilogram),1.59
1/2/2019,Watermelon (Per Kilogram),1.6
1/3/2019,Watermelon (Per Kilogram),1.61
1/4/2019,Watermelon (Per Kilogram),1.57
1/5/2019,Watermelon (Per Kilogram),1.58
1/6/2019,Watermelon (Per Kilogram),1.56
1/7/2019,Watermelon (Per Kilogram),1.57
1/8/2019,Watermelon (Per Kilogram),1.66
1/9/2019,Watermelon (Per Kilogram),1.65
1/10/2019,Watermelon (Per Kilogram),1.56
1/11/2019,Watermelon (Per Kilogram),1.61
1/12/2019,Watermelon (Per Kilogram),1.68
1/1/2020,Watermelon (Per Kilogram),1.82
1/2/2020,Watermelon (Per Kilogram),1.81
1/3/2020,Watermelon (Per Kilogram),1.55
1/4/2020,Watermelon (Per Kilogram),1.28
1/5/2020,Watermelon (Per Kilogram),1.41
1/6/2020,Watermelon (Per Kilogram),1.75
1/7/2020,Watermelon (Per Kilogram),1.8
1/8/2020,Watermelon (Per Kilogram),1.62
1/9/2020,Watermelon (Per Kilogram),1.68
1/10/2020,Watermelon (Per Kilogram),1.64
1/11/2020,Watermelon (Per Kilogram),1.4
1/12/2020,Watermelon (Per Kilogram),1.33
1/1/2021,Watermelon (Per Kilogram),1.62
1/2/2021,Watermelon (Per Kilogram),1.61
1/3/2021,Watermelon (Per Kilogram),1.52
1/4/2021,Watermelon (Per Kilogram),1.54
1/5/2021,Watermelon (Per Kilogram),1.47
1/6/2021,Watermelon (Per Kilogram),1.63
1/7/2021,Watermelon (Per Kilogram),1.81
1/8/2021,Watermelon (Per Kilogram),1.71
1/9/2021,Watermelon (Per Kilogram),1.31
1/10/2021,Watermelon (Per Kilogram),1.4
1/11/2021,Watermelon (Per Kilogram),1.47
1/12/2021,Watermelon (Per Kilogram),1.5
1/1/2022,Watermelon (Per Kilogram),1.6
1/2/2022,Watermelon (Per Kilogram),1.57
1/3/2022,Watermelon (Per Kilogram),1.48
1/4/2022,Watermelon (Per Kilogram),1.54
1/5/2022,Watermelon (Per Kilogram),1.57
1/6/2022,Watermelon (Per Kilogram),1.69
1/7/2022,Watermelon (Per Kilogram),1.76
1/8/2022,Watermelon (Per Kilogram),1.67
1/9/2022,Watermelon (Per Kilogram),1.67
1/10/2022,Watermelon (Per Kilogram),1.74
1/11/2022,Watermelon (Per Kilogram),1.57
1/12/2022,Watermelon (Per Kilogram),1.83
1/1/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/2/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/3/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/4/2014,Vitamin Enriched Bread (Per 400 Gram),1.87
1/5/2014,Vitamin Enriched Bread (Per 400 Gram),1.87
1/6/2014,Vitamin Enriched Bread (Per 400 Gram),1.87
1/7/2014,Vitamin Enriched Bread (Per 400 Gram),1.87
1/8/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/9/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/10/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/11/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/12/2014,Vitamin Enriched Bread (Per 400 Gram),1.89
1/1/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/2/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/3/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/4/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/5/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/6/2015,Vitamin Enriched Bread (Per 400 Gram),1.89
1/7/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/8/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/9/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/10/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/11/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/12/2015,Vitamin Enriched Bread (Per 400 Gram),1.87
1/1/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/2/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/3/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/4/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/5/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/6/2016,Vitamin Enriched Bread (Per 400 Gram),1.87
1/7/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/8/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/9/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/10/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/11/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/12/2016,Vitamin Enriched Bread (Per 400 Gram),1.88
1/1/2017,Vitamin Enriched Bread (Per 400 Gram),1.88
1/2/2017,Vitamin Enriched Bread (Per 400 Gram),1.88
1/3/2017,Vitamin Enriched Bread (Per 400 Gram),1.88
1/4/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/5/2017,Vitamin Enriched Bread (Per 400 Gram),1.65
1/6/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/7/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/8/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/9/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/10/2017,Vitamin Enriched Bread (Per 400 Gram),1.78
1/11/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/12/2017,Vitamin Enriched Bread (Per 400 Gram),1.79
1/1/2018,Vitamin Enriched Bread (Per 400 Gram),1.73
1/2/2018,Vitamin Enriched Bread (Per 400 Gram),1.78
1/3/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/4/2018,Vitamin Enriched Bread (Per 400 Gram),1.67
1/5/2018,Vitamin Enriched Bread (Per 400 Gram),1.82
1/6/2018,Vitamin Enriched Bread (Per 400 Gram),1.84
1/7/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/8/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/9/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/10/2018,Vitamin Enriched Bread (Per 400 Gram),1.87
1/11/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/12/2018,Vitamin Enriched Bread (Per 400 Gram),1.88
1/1/2019,Vitamin Enriched Bread (Per 400 Gram),1.75
1/2/2019,Vitamin Enriched Bread (Per 400 Gram),1.75
1/3/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/4/2019,Vitamin Enriched Bread (Per 400 Gram),1.63
1/5/2019,Vitamin Enriched Bread (Per 400 Gram),1.63
1/6/2019,Vitamin Enriched Bread (Per 400 Gram),1.63
1/7/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/8/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/9/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/10/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/11/2019,Vitamin Enriched Bread (Per 400 Gram),1.62
1/12/2019,Vitamin Enriched Bread (Per 400 Gram),1.74
1/1/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/2/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/3/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/4/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/5/2020,Vitamin Enriched Bread (Per 400 Gram),1.74
1/6/2020,Vitamin Enriched Bread (Per 400 Gram),1.74
1/7/2020,Vitamin Enriched Bread (Per 400 Gram),1.69
1/8/2020,Vitamin Enriched Bread (Per 400 Gram),1.74
1/9/2020,Vitamin Enriched Bread (Per 400 Gram),1.74
1/10/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/11/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/12/2020,Vitamin Enriched Bread (Per 400 Gram),1.56
1/1/2021,Vitamin Enriched Bread (Per 400 Gram),1.56
1/2/2021,Vitamin Enriched Bread (Per 400 Gram),1.56
1/3/2021,Vitamin Enriched Bread (Per 400 Gram),1.56
1/4/2021,Vitamin Enriched Bread (Per 400 Gram),1.74
1/5/2021,Vitamin Enriched Bread (Per 400 Gram),1.74
1/6/2021,Vitamin Enriched Bread (Per 400 Gram),1.62
1/7/2021,Vitamin Enriched Bread (Per 400 Gram),1.62
1/8/2021,Vitamin Enriched Bread (Per 400 Gram),1.62
1/9/2021,Vitamin Enriched Bread (Per 400 Gram),1.62
1/10/2021,Vitamin Enriched Bread (Per 400 Gram),1.74
1/11/2021,Vitamin Enriched Bread (Per 400 Gram),1.74
1/12/2021,Vitamin Enriched Bread (Per 400 Gram),1.74
1/1/2022,Vitamin Enriched Bread (Per 400 Gram),1.74
1/2/2022,Vitamin Enriched Bread (Per 400 Gram),1.74
1/3/2022,Vitamin Enriched Bread (Per 400 Gram),1.76
1/4/2022,Vitamin Enriched Bread (Per 400 Gram),1.76
1/5/2022,Vitamin Enriched Bread (Per 400 Gram),1.78
1/6/2022,Vitamin Enriched Bread (Per 400 Gram),1.82
1/7/2022,Vitamin Enriched Bread (Per 400 Gram),1.83
1/8/2022,Vitamin Enriched Bread (Per 400 Gram),1.73
1/9/2022,Vitamin Enriched Bread (Per 400 Gram),1.74
1/10/2022,Vitamin Enriched Bread (Per 400 Gram),1.74
1/11/2022,Vitamin Enriched Bread (Per 400 Gram),1.92
1/12/2022,Vitamin Enriched Bread (Per 400 Gram),1.97
1/1/2014,Tomatoes (Per Kilogram),2.8
1/2/2014,Tomatoes (Per Kilogram),2.75
1/3/2014,Tomatoes (Per Kilogram),2.18
1/4/2014,Tomatoes (Per Kilogram),1.53
1/5/2014,Tomatoes (Per Kilogram),1.72
1/6/2014,Tomatoes (Per Kilogram),2.11
1/7/2014,Tomatoes (Per Kilogram),2.77
1/8/2014,Tomatoes (Per Kilogram),2.4
1/9/2014,Tomatoes (Per Kilogram),2.32
1/10/2014,Tomatoes (Per Kilogram),2.45
1/11/2014,Tomatoes (Per Kilogram),2.51
1/12/2014,Tomatoes (Per Kilogram),2.46
1/1/2015,Tomatoes (Per Kilogram),2.72
1/2/2015,Tomatoes (Per Kilogram),3.08
1/3/2015,Tomatoes (Per Kilogram),2.45
1/4/2015,Tomatoes (Per Kilogram),1.78
1/5/2015,Tomatoes (Per Kilogram),1.87
1/6/2015,Tomatoes (Per Kilogram),2.09
1/7/2015,Tomatoes (Per Kilogram),2.56
1/8/2015,Tomatoes (Per Kilogram),2.41
1/9/2015,Tomatoes (Per Kilogram),2.39
1/10/2015,Tomatoes (Per Kilogram),2.38
1/11/2015,Tomatoes (Per Kilogram),2.35
1/12/2015,Tomatoes (Per Kilogram),2.37
1/1/2016,Tomatoes (Per Kilogram),2.3
1/2/2016,Tomatoes (Per Kilogram),2.21
1/3/2016,Tomatoes (Per Kilogram),2.2
1/4/2016,Tomatoes (Per Kilogram),2.24
1/5/2016,Tomatoes (Per Kilogram),2.07
1/6/2016,Tomatoes (Per Kilogram),2.34
1/7/2016,Tomatoes (Per Kilogram),2.4
1/8/2016,Tomatoes (Per Kilogram),2.35
1/9/2016,Tomatoes (Per Kilogram),2.3
1/10/2016,Tomatoes (Per Kilogram),2.26
1/11/2016,Tomatoes (Per Kilogram),2.18
1/12/2016,Tomatoes (Per Kilogram),2.13
1/1/2017,Tomatoes (Per Kilogram),2.21
1/2/2017,Tomatoes (Per Kilogram),2.41
1/3/2017,Tomatoes (Per Kilogram),2.35
1/4/2017,Tomatoes (Per Kilogram),2.27
1/5/2017,Tomatoes (Per Kilogram),2.19
1/6/2017,Tomatoes (Per Kilogram),2.23
1/7/2017,Tomatoes (Per Kilogram),2.34
1/8/2017,Tomatoes (Per Kilogram),2.33
1/9/2017,Tomatoes (Per Kilogram),2.31
1/10/2017,Tomatoes (Per Kilogram),2.25
1/11/2017,Tomatoes (Per Kilogram),2.24
1/12/2017,Tomatoes (Per Kilogram),2.09
1/1/2018,Tomatoes (Per Kilogram),2.5
1/2/2018,Tomatoes (Per Kilogram),2.72
1/3/2018,Tomatoes (Per Kilogram),2.61
1/4/2018,Tomatoes (Per Kilogram),2.11
1/5/2018,Tomatoes (Per Kilogram),1.9
1/6/2018,Tomatoes (Per Kilogram),1.97
1/7/2018,Tomatoes (Per Kilogram),2.06
1/8/2018,Tomatoes (Per Kilogram),2.16
1/9/2018,Tomatoes (Per Kilogram),2.19
1/10/2018,Tomatoes (Per Kilogram),2.08
1/11/2018,Tomatoes (Per Kilogram),2.23
1/12/2018,Tomatoes (Per Kilogram),2.43
1/1/2019,Tomatoes (Per Kilogram),2.49
1/2/2019,Tomatoes (Per Kilogram),2.68
1/3/2019,Tomatoes (Per Kilogram),2.3
1/4/2019,Tomatoes (Per Kilogram),2.06
1/5/2019,Tomatoes (Per Kilogram),1.88
1/6/2019,Tomatoes (Per Kilogram),2.08
1/7/2019,Tomatoes (Per Kilogram),2.22
1/8/2019,Tomatoes (Per Kilogram),2.23
1/9/2019,Tomatoes (Per Kilogram),2.2
1/10/2019,Tomatoes (Per Kilogram),2.07
1/11/2019,Tomatoes (Per Kilogram),2.08
1/12/2019,Tomatoes (Per Kilogram),2.07
1/1/2020,Tomatoes (Per Kilogram),2.27
1/2/2020,Tomatoes (Per Kilogram),2.38
1/3/2020,Tomatoes (Per Kilogram),2.25
1/4/2020,Tomatoes (Per Kilogram),2.37
1/5/2020,Tomatoes (Per Kilogram),2.67
1/6/2020,Tomatoes (Per Kilogram),2.68
1/7/2020,Tomatoes (Per Kilogram),3.24
1/8/2020,Tomatoes (Per Kilogram),3.05
1/9/2020,Tomatoes (Per Kilogram),2.68
1/10/2020,Tomatoes (Per Kilogram),2.61
1/11/2020,Tomatoes (Per Kilogram),2.67
1/12/2020,Tomatoes (Per Kilogram),2.71
1/1/2021,Tomatoes (Per Kilogram),2.98
1/2/2021,Tomatoes (Per Kilogram),3.21
1/3/2021,Tomatoes (Per Kilogram),3.2
1/4/2021,Tomatoes (Per Kilogram),2.59
1/5/2021,Tomatoes (Per Kilogram),2.48
1/6/2021,Tomatoes (Per Kilogram),2.83
1/7/2021,Tomatoes (Per Kilogram),3.05
1/8/2021,Tomatoes (Per Kilogram),3
1/9/2021,Tomatoes (Per Kilogram),2.98
1/10/2021,Tomatoes (Per Kilogram),2.84
1/11/2021,Tomatoes (Per Kilogram),2.76
1/12/2021,Tomatoes (Per Kilogram),2.93
1/1/2022,Tomatoes (Per Kilogram),3.28
1/2/2022,Tomatoes (Per Kilogram),3.19
1/3/2022,Tomatoes (Per Kilogram),2.92
1/4/2022,Tomatoes (Per Kilogram),2.68
1/5/2022,Tomatoes (Per Kilogram),2.59
1/6/2022,Tomatoes (Per Kilogram),2.73
1/7/2022,Tomatoes (Per Kilogram),2.82
1/8/2022,Tomatoes (Per Kilogram),2.77
1/9/2022,Tomatoes (Per Kilogram),2.67
1/10/2022,Tomatoes (Per Kilogram),2.59
1/11/2022,Tomatoes (Per Kilogram),2.48
1/12/2022,Tomatoes (Per Kilogram),2.66
1/1/2014,Threadfin (Kurau) (Per Kilogram),58.88
1/2/2014,Threadfin (Kurau) (Per Kilogram),46.31
1/3/2014,Threadfin (Kurau) (Per Kilogram),45.19
1/4/2014,Threadfin (Kurau) (Per Kilogram),47.66
1/5/2014,Threadfin (Kurau) (Per Kilogram),49.28
1/6/2014,Threadfin (Kurau) (Per Kilogram),52.14
1/7/2014,Threadfin (Kurau) (Per Kilogram),56.89
1/8/2014,Threadfin (Kurau) (Per Kilogram),57.09
1/9/2014,Threadfin (Kurau) (Per Kilogram),49.54
1/10/2014,Threadfin (Kurau) (Per Kilogram),49.57
1/11/2014,Threadfin (Kurau) (Per Kilogram),50.65
1/12/2014,Threadfin (Kurau) (Per Kilogram),50.99
1/1/2015,Threadfin (Kurau) (Per Kilogram),53.82
1/2/2015,Threadfin (Kurau) (Per Kilogram),58.76
1/3/2015,Threadfin (Kurau) (Per Kilogram),48.73
1/4/2015,Threadfin (Kurau) (Per Kilogram),48.03
1/5/2015,Threadfin (Kurau) (Per Kilogram),49.66
1/6/2015,Threadfin (Kurau) (Per Kilogram),51.54
1/7/2015,Threadfin (Kurau) (Per Kilogram),61.14
1/8/2015,Threadfin (Kurau) (Per Kilogram),57.92
1/9/2015,Threadfin (Kurau) (Per Kilogram),52.44
1/10/2015,Threadfin (Kurau) (Per Kilogram),50.74
1/11/2015,Threadfin (Kurau) (Per Kilogram),50.33
1/12/2015,Threadfin (Kurau) (Per Kilogram),52.05
1/1/2016,Threadfin (Kurau) (Per Kilogram),59.85
1/2/2016,Threadfin (Kurau) (Per Kilogram),59.73
1/3/2016,Threadfin (Kurau) (Per Kilogram),54.19
1/4/2016,Threadfin (Kurau) (Per Kilogram),52.8
1/5/2016,Threadfin (Kurau) (Per Kilogram),54.78
1/6/2016,Threadfin (Kurau) (Per Kilogram),57.47
1/7/2016,Threadfin (Kurau) (Per Kilogram),60.58
1/8/2016,Threadfin (Kurau) (Per Kilogram),58.05
1/9/2016,Threadfin (Kurau) (Per Kilogram),57.11
1/10/2016,Threadfin (Kurau) (Per Kilogram),57.99
1/11/2016,Threadfin (Kurau) (Per Kilogram),55.64
1/12/2016,Threadfin (Kurau) (Per Kilogram),55.21
1/1/2017,Threadfin (Kurau) (Per Kilogram),62.13
1/2/2017,Threadfin (Kurau) (Per Kilogram),55.78
1/3/2017,Threadfin (Kurau) (Per Kilogram),53.53
1/4/2017,Threadfin (Kurau) (Per Kilogram),53.86
1/5/2017,Threadfin (Kurau) (Per Kilogram),56.28
1/6/2017,Threadfin (Kurau) (Per Kilogram),56.76
1/7/2017,Threadfin (Kurau) (Per Kilogram),63.9
1/8/2017,Threadfin (Kurau) (Per Kilogram),57.52
1/9/2017,Threadfin (Kurau) (Per Kilogram),57.09
1/10/2017,Threadfin (Kurau) (Per Kilogram),55.82
1/11/2017,Threadfin (Kurau) (Per Kilogram),56.13
1/12/2017,Threadfin (Kurau) (Per Kilogram),58.55
1/1/2018,Threadfin (Kurau) (Per Kilogram),62.65
1/2/2018,Threadfin (Kurau) (Per Kilogram),64.09
1/3/2018,Threadfin (Kurau) (Per Kilogram),54.46
1/4/2018,Threadfin (Kurau) (Per Kilogram),54.09
1/5/2018,Threadfin (Kurau) (Per Kilogram),57.83
1/6/2018,Threadfin (Kurau) (Per Kilogram),61.5
1/7/2018,Threadfin (Kurau) (Per Kilogram),63.76
1/8/2018,Threadfin (Kurau) (Per Kilogram),61.28
1/9/2018,Threadfin (Kurau) (Per Kilogram),58.56
1/10/2018,Threadfin (Kurau) (Per Kilogram),57.54
1/11/2018,Threadfin (Kurau) (Per Kilogram),54.55
1/12/2018,Threadfin (Kurau) (Per Kilogram),57.76
1/1/2019,Threadfin (Kurau) (Per Kilogram),61.71
1/2/2019,Threadfin (Kurau) (Per Kilogram),61.4
1/3/2019,Threadfin (Kurau) (Per Kilogram),59.06
1/4/2019,Threadfin (Kurau) (Per Kilogram),56.43
1/5/2019,Threadfin (Kurau) (Per Kilogram),60.54
1/6/2019,Threadfin (Kurau) (Per Kilogram),60.21
1/7/2019,Threadfin (Kurau) (Per Kilogram),60.87
1/8/2019,Threadfin (Kurau) (Per Kilogram),62.19
1/9/2019,Threadfin (Kurau) (Per Kilogram),58.01
1/10/2019,Threadfin (Kurau) (Per Kilogram),58.23
1/11/2019,Threadfin (Kurau) (Per Kilogram),58.02
1/12/2019,Threadfin (Kurau) (Per Kilogram),58.87
1/1/2020,Threadfin (Kurau) (Per Kilogram),64.03
1/2/2020,Threadfin (Kurau) (Per Kilogram),60.69
1/3/2020,Threadfin (Kurau) (Per Kilogram),62.37
1/4/2020,Threadfin (Kurau) (Per Kilogram),62.39
1/5/2020,Threadfin (Kurau) (Per Kilogram),58.34
1/6/2020,Threadfin (Kurau) (Per Kilogram),57.7
1/7/2020,Threadfin (Kurau) (Per Kilogram),59.93
1/8/2020,Threadfin (Kurau) (Per Kilogram),61.98
1/9/2020,Threadfin (Kurau) (Per Kilogram),59.98
1/10/2020,Threadfin (Kurau) (Per Kilogram),58.97
1/11/2020,Threadfin (Kurau) (Per Kilogram),58.22
1/12/2020,Threadfin (Kurau) (Per Kilogram),59.22
1/1/2021,Threadfin (Kurau) (Per Kilogram),59.41
1/2/2021,Threadfin (Kurau) (Per Kilogram),62.29
1/3/2021,Threadfin (Kurau) (Per Kilogram),58.28
1/4/2021,Threadfin (Kurau) (Per Kilogram),56.82
1/5/2021,Threadfin (Kurau) (Per Kilogram),59.33
1/6/2021,Threadfin (Kurau) (Per Kilogram),59.16
1/7/2021,Threadfin (Kurau) (Per Kilogram),57.47
1/8/2021,Threadfin (Kurau) (Per Kilogram),57.99
1/9/2021,Threadfin (Kurau) (Per Kilogram),55.94
1/10/2021,Threadfin (Kurau) (Per Kilogram),56.67
1/11/2021,Threadfin (Kurau) (Per Kilogram),59.52
1/12/2021,Threadfin (Kurau) (Per Kilogram),58.11
1/1/2022,Threadfin (Kurau) (Per Kilogram),64.1
1/2/2022,Threadfin (Kurau) (Per Kilogram),57.89
1/3/2022,Threadfin (Kurau) (Per Kilogram),59.1
1/4/2022,Threadfin (Kurau) (Per Kilogram),59.04
1/5/2022,Threadfin (Kurau) (Per Kilogram),61.06
1/6/2022,Threadfin (Kurau) (Per Kilogram),59.34
1/7/2022,Threadfin (Kurau) (Per Kilogram),59.9
1/8/2022,Threadfin (Kurau) (Per Kilogram),57.32
1/9/2022,Threadfin (Kurau) (Per Kilogram),54.84
1/10/2022,Threadfin (Kurau) (Per Kilogram),57.95
1/11/2022,Threadfin (Kurau) (Per Kilogram),55.07
1/12/2022,Threadfin (Kurau) (Per Kilogram),56.24
1/1/2014,"Streaky Pork, Chilled (Per Kilogram)",15.05
1/2/2014,"Streaky Pork, Chilled (Per Kilogram)",14.97
1/3/2014,"Streaky Pork, Chilled (Per Kilogram)",14.84
1/4/2014,"Streaky Pork, Chilled (Per Kilogram)",14.78
1/5/2014,"Streaky Pork, Chilled (Per Kilogram)",14.76
1/6/2014,"Streaky Pork, Chilled (Per Kilogram)",14.82
1/7/2014,"Streaky Pork, Chilled (Per Kilogram)",14.85
1/8/2014,"Streaky Pork, Chilled (Per Kilogram)",14.91
1/9/2014,"Streaky Pork, Chilled (Per Kilogram)",14.91
1/10/2014,"Streaky Pork, Chilled (Per Kilogram)",14.82
1/11/2014,"Streaky Pork, Chilled (Per Kilogram)",14.91
1/12/2014,"Streaky Pork, Chilled (Per Kilogram)",14.87
1/1/2015,"Streaky Pork, Chilled (Per Kilogram)",14.85
1/2/2015,"Streaky Pork, Chilled (Per Kilogram)",15.42
1/3/2015,"Streaky Pork, Chilled (Per Kilogram)",14.82
1/4/2015,"Streaky Pork, Chilled (Per Kilogram)",14.94
1/5/2015,"Streaky Pork, Chilled (Per Kilogram)",14.96
1/6/2015,"Streaky Pork, Chilled (Per Kilogram)",15.07
1/7/2015,"Streaky Pork, Chilled (Per Kilogram)",14.64
1/8/2015,"Streaky Pork, Chilled (Per Kilogram)",14.99
1/9/2015,"Streaky Pork, Chilled (Per Kilogram)",15.07
1/10/2015,"Streaky Pork, Chilled (Per Kilogram)",15.16
1/11/2015,"Streaky Pork, Chilled (Per Kilogram)",15.33
1/12/2015,"Streaky Pork, Chilled (Per Kilogram)",15.29
1/1/2016,"Streaky Pork, Chilled (Per Kilogram)",15.69
1/2/2016,"Streaky Pork, Chilled (Per Kilogram)",16.05
1/3/2016,"Streaky Pork, Chilled (Per Kilogram)",15.73
1/4/2016,"Streaky Pork, Chilled (Per Kilogram)",15.6
1/5/2016,"Streaky Pork, Chilled (Per Kilogram)",15.78
1/6/2016,"Streaky Pork, Chilled (Per Kilogram)",15.77
1/7/2016,"Streaky Pork, Chilled (Per Kilogram)",15.73
1/8/2016,"Streaky Pork, Chilled (Per Kilogram)",15.73
1/9/2016,"Streaky Pork, Chilled (Per Kilogram)",15.74
1/10/2016,"Streaky Pork, Chilled (Per Kilogram)",15.77
1/11/2016,"Streaky Pork, Chilled (Per Kilogram)",15.77
1/12/2016,"Streaky Pork, Chilled (Per Kilogram)",15.77
1/1/2017,"Streaky Pork, Chilled (Per Kilogram)",15.91
1/2/2017,"Streaky Pork, Chilled (Per Kilogram)",15.83
1/3/2017,"Streaky Pork, Chilled (Per Kilogram)",15.81
1/4/2017,"Streaky Pork, Chilled (Per Kilogram)",15.62
1/5/2017,"Streaky Pork, Chilled (Per Kilogram)",15.52
1/6/2017,"Streaky Pork, Chilled (Per Kilogram)",15.62
1/7/2017,"Streaky Pork, Chilled (Per Kilogram)",15.36
1/8/2017,"Streaky Pork, Chilled (Per Kilogram)",15.92
1/9/2017,"Streaky Pork, Chilled (Per Kilogram)",15.82
1/10/2017,"Streaky Pork, Chilled (Per Kilogram)",15.76
1/11/2017,"Streaky Pork, Chilled (Per Kilogram)",15.76
1/12/2017,"Streaky Pork, Chilled (Per Kilogram)",15.76
1/1/2018,"Streaky Pork, Chilled (Per Kilogram)",15.85
1/2/2018,"Streaky Pork, Chilled (Per Kilogram)",16.17
1/3/2018,"Streaky Pork, Chilled (Per Kilogram)",16
1/4/2018,"Streaky Pork, Chilled (Per Kilogram)",15.91
1/5/2018,"Streaky Pork, Chilled (Per Kilogram)",15.46
1/6/2018,"Streaky Pork, Chilled (Per Kilogram)",15.61
1/7/2018,"Streaky Pork, Chilled (Per Kilogram)",15.9
1/8/2018,"Streaky Pork, Chilled (Per Kilogram)",15.63
1/9/2018,"Streaky Pork, Chilled (Per Kilogram)",15.78
1/10/2018,"Streaky Pork, Chilled (Per Kilogram)",15.61
1/11/2018,"Streaky Pork, Chilled (Per Kilogram)",15.84
1/12/2018,"Streaky Pork, Chilled (Per Kilogram)",15.65
1/1/2019,"Streaky Pork, Chilled (Per Kilogram)",15.7
1/2/2019,"Streaky Pork, Chilled (Per Kilogram)",15.78
1/3/2019,"Streaky Pork, Chilled (Per Kilogram)",15.69
1/4/2019,"Streaky Pork, Chilled (Per Kilogram)",15.69
1/5/2019,"Streaky Pork, Chilled (Per Kilogram)",15.65
1/6/2019,"Streaky Pork, Chilled (Per Kilogram)",15.65
1/7/2019,"Streaky Pork, Chilled (Per Kilogram)",15.59
1/8/2019,"Streaky Pork, Chilled (Per Kilogram)",15.55
1/9/2019,"Streaky Pork, Chilled (Per Kilogram)",15.56
1/10/2019,"Streaky Pork, Chilled (Per Kilogram)",15.65
1/11/2019,"Streaky Pork, Chilled (Per Kilogram)",15.54
1/12/2019,"Streaky Pork, Chilled (Per Kilogram)",15.98
1/1/2020,"Streaky Pork, Chilled (Per Kilogram)",17.09
1/2/2020,"Streaky Pork, Chilled (Per Kilogram)",17.1
1/3/2020,"Streaky Pork, Chilled (Per Kilogram)",16.78
1/4/2020,"Streaky Pork, Chilled (Per Kilogram)",17.16
1/5/2020,"Streaky Pork, Chilled (Per Kilogram)",17.77
1/6/2020,"Streaky Pork, Chilled (Per Kilogram)",17.67
1/7/2020,"Streaky Pork, Chilled (Per Kilogram)",17.41
1/8/2020,"Streaky Pork, Chilled (Per Kilogram)",17.79
1/9/2020,"Streaky Pork, Chilled (Per Kilogram)",17.62
1/10/2020,"Streaky Pork, Chilled (Per Kilogram)",16.66
